RANK	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	52	56	72	73	74	75	76	77	78	79	80	81	82	83
	line	circ	1-3Rd	blue to red	black				opaque	firewrok	prtAcc	med noise	central	part	GOL	X	uncleared	uncleared	uncleared	uncopied	uninverted	smallest	no echo	no echo	MusXY	medCol	MusRad	MusPrt	ReplayMus	XY	_Col_Rad	FlashTrack1	FlashTrack2	FlashCA0	FlashCA1	FlashCA2	backFlash	flashPart	flashPart_duration	penPrCoef	penHCoef	penVCoef	notrack synch	drawing track	video track	track0 decay sign	track1 decay sign	track2 decay sign	trckDcay0	trckDcay1	trckDcay2	wCA	w0	w1 	w2	w0	track_playon_off	track_playon_off	track_playon_off	source_track_rec-on_off	source_track_rec-on_off	source_track_rec-on_off	target_track_rec-on_off	target_track_rec-on_off	target_track_rec-on_off	disp_track	disp_track	disp_track	disp_track weight	disp_track weight	disp_track weight	with automatic beats	ca decay sign	CADcay1	black	black	black	black	black	black	black	black	with video	current BG subtraction	CA max speed	Mode 0 (basic)
	0	0	3	3	1.0	1.0	1.0	1.0	1	1	0.01	4.3	0.5	0.5	3	3	0	0	0	0	0	0	0	0	0	1.87	0	0.2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0.01	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.755	0.598	0.598	0.606	0.669	0.464	0.236	0	0	1	1	0
	0	0	3	3	1.0	1.0	1.0	1.0	1	1	0.01	4.3	0.5	0.5	3	3	0	0	0	0	0	0	0	0	0	1.87	0	0.2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0.01	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.755	0.598	0.598	0.606	0.669	0.464	0.236	0	0	1	1	0
	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
/scene																																																																																						
scene	Social_Change	6000																																																																																				
Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge	Schge
	line	circ	1-3Rd	blue to red	black				opaque	firewrok	prtAcc	med noise	central	part	GOL	X	uncleared	uncleared	uncleared	uncopied	uninverted	smallest	no echo	no echo	MusXY	medCol	MusRad	MusPrt	ReplayMus	XY	_Col_Rad	FlashTrack1	FlashTrack2	FlashCA0	FlashCA1	FlashCA2	backFlash	flashPart	flashPart_duration	penPrCoef	penHCoef	penVCoef	notrack synch	drawing track	video track	track0 decay sign	track1 decay sign	track2 decay sign	trckDcay0	trckDcay1	trckDcay2	wCA	w0	w1 	w2	w0	track_playon_off	track_playon_off	track_playon_off	source_track_rec-on_off	source_track_rec-on_off	source_track_rec-on_off	target_track_rec-on_off	target_track_rec-on_off	target_track_rec-on_off	disp_track	disp_track	disp_track	disp_track weight	disp_track weight	disp_track weight	with automatic beats	ca decay sign	CADcay1	black	black	black	black	black	black	black	black	without video	current BG subtraction	max speed	Mode 0 (basic)
	0	0	3	3	1.0	1.0	1.0	1.0	1	1	0.01	4.3	0.5	0.5	4	2	0	0	0	0	0	0	0	0	0	1.87	0	0.2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0.01	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.094	0.18	0.362	0.313	0	0	0	0	0	1	1	0
	0	0	3	3	1.0	1.0	1.0	1.0	1	1	0.01	4.3	0.5	0.5	4	2	0	0	0	0	0	0	0	0	0	1.87	0	0.2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0.01	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.094	0.18	0.362	0.313	0	0	0	0	0	1	1	0
	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
/scene																																																																																						
/scenario																																																																																						
